id,text,persian,verse,surah,surahName,section,part,prostration,cut_off_letters,page
"53","الَّذِینَ یَظُنُّونَ أَنَّهُم مُّلَاقُو رَبِّهِمْ وَأَنَّهُمْ إِلَیْهِ رَاجِعُون","آنهایی‌ ‌که‌ می‌دانند حتما ‌به‌ لقای‌ پروردگارشان‌ می‌رسند و ‌به‌ سوی‌ ‌او‌ باز می‌گردند","46","2","البقرة","2","1","","","7"
"54","یَا بَنِی إِسْرَائِیلَ اذْکُرُوا نِعْمَتِیَ الَّتِی أَنْعَمْتُ عَلَیْکُمْ وَأَنِّی فَضَّلْتُکُمْ عَلَى الْعَالَمِین","ای‌ بنی‌ اسرائیل‌! نعمتم‌ ‌را‌ ‌که‌ ‌بر‌ ‌شما‌ ارزانی‌ داشتم‌ و ‌شما‌ ‌را‌ ‌بر‌ جهانیان‌ (مردم‌ زمانه‌) برتری‌ دادم‌ ‌به‌ یاد آرید","47","2","البقرة","2","1","","","7"
"55","وَاتَّقُوا یَوْمًا لَّا تَجْزِی نَفْسٌ عَن نَّفْسٍ شَیْئًا وَلَا یُقْبَلُ مِنْهَا شَفَاعَةٌ وَلَا یُؤْخَذُ مِنْهَا عَدْلٌ وَلَا هُمْ یُنصَرُون","و بترسید ‌از‌ روزی‌ ‌که‌ کسی‌ ‌از‌ دیگری‌ چیزی‌ دفع‌ نکند و ‌از‌ کسی‌ شفاعتی‌ نپذیرند و ‌از‌ ‌او‌ فدیه‌ و غرامت‌ نگیرند و نه‌ ‌ایشان‌ یاری‌ شوند","48","2","البقرة","2","1","","","7"
"56","وَإِذْ نَجَّیْنَاکُم مِّنْ آلِ فِرْعَوْنَ یَسُومُونَکُمْ سُوءَ الْعَذَابِ یُذَبِّحُونَ أَبْنَاءَکُمْ وَیَسْتَحْیُونَ نِسَاءَکُمْ وَفِی ذَلِکُم بَلَاءٌ مِّن رَّبِّکُمْ عَظِیم","و [یاد کنید] ‌آن‌ گاه‌ ‌که‌ ‌شما‌ ‌را‌ ‌از‌ فرعونیان‌ نجات‌ دادیم‌، ‌که‌ ‌شما‌ ‌را‌ ‌به‌ سختی‌ آزار می‌دادند، پسرانتان‌ ‌را‌ سر می‌بریدند و زنانتان‌ ‌را‌ زنده‌ می‌گذاشتند و ‌در‌ ‌آن‌ [مصایب‌] آزمونی‌ بزرگ‌ ‌از‌ سوی‌ پروردگارتان‌ ‌بود","49","2","البقرة","2","1","","","8"
"57","وَإِذْ فَرَقْنَا بِکُمُ الْبَحْرَ فَأَنجَیْنَاکُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنتُمْ تَنظُرُون","و [یاد کنید] ‌آن‌ گاه‌ ‌که‌ دریا ‌را‌ برایتان‌ بشکافتیم‌ و ‌شما‌ ‌را‌ نجات‌ دادیم‌ و فرعونیان‌ ‌را‌ غرق‌ نمودیم‌ و ‌شما‌ نظاره‌ می‌کردید","50","2","البقرة","2","1","","","8"
"58","وَإِذْ وَاعَدْنَا مُوسَى أَرْبَعِینَ لَیْلَةً ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِن بَعْدِهِ وَأَنتُمْ ظَالِمُون","و [یاد کنید] ‌آن‌ گاه‌ ‌که‌ ‌با‌ موسی‌ چهل‌ شب‌ وعده‌ گذاشتیم‌، ‌آن‌ گاه‌ ‌شما‌ ‌در‌ غیاب‌ وی‌ گوساله‌ ‌را‌ ‌به‌ پرستش‌ گرفتید و ‌شما‌ [واقعا] ستمکارید","51","2","البقرة","2","1","","","8"
"59","ثُمَّ عَفَوْنَا عَنکُم مِّن بَعْدِ ذَلِکَ لَعَلَّکُمْ تَشْکُرُون","پس‌ ‌از‌ ‌آن‌ ‌بر‌ ‌شما‌ بخشودیم‌ ‌تا‌ مگر سپاسگزاری‌ کنید","52","2","البقرة","2","1","","","8"
"60","وَإِذْ آتَیْنَا مُوسَى الْکِتَابَ وَالْفُرْقَانَ لَعَلَّکُمْ تَهْتَدُون","و ‌آن‌ گاه‌ ‌که‌ ‌به‌ موسی‌ کتاب‌ و فرقان‌ دادیم‌ ‌به‌ ‌این‌ امید ‌که‌ هدایت‌ یابید","53","2","البقرة","2","1","","","8"
"61","وَإِذْ قَالَ مُوسَى لِقَوْمِهِ یَا قَوْمِ إِنَّکُمْ ظَلَمْتُمْ أَنفُسَکُم بِاتِّخَاذِکُمُ الْعِجْلَ فَتُوبُوا إِلَى بَارِئِکُمْ فَاقْتُلُوا أَنفُسَکُمْ ذَلِکُمْ خَیْرٌ لَّکُمْ عِندَ بَارِئِکُمْ فَتَابَ عَلَیْکُمْ إِنَّهُ هُوَ التَّوَّابُ الرَّحِیم","و ‌آن‌ گاه‌ ‌که‌ موسی‌ ‌به‌ قوم‌ ‌خود‌ ‌گفت‌: ای‌ قوم‌ ‌من‌! ‌شما‌ ‌با‌ گوساله‌ پرستی‌ ‌به‌ ‌خود‌ ستم‌ کردید، اینک‌ ‌به‌ سوی‌ آفریدگار ‌خود‌ بازگردید و [توبه‌ نمایید و خطاکاران‌] ‌خود‌ ‌را‌ [‌به‌ کیفر ارتداد] بکشید ‌که‌ ‌این‌ کار نزد آفریدگارتان‌ ‌برای‌ ‌شما‌ بهتر ‌است‌، ‌پس‌ ‌بر‌ ‌شما‌ بخشود ‌که‌ ‌او‌ توبه‌پذیر مهربان‌ ‌است","54","2","البقرة","2","1","","","8"
"62","وَإِذْ قُلْتُمْ یَا مُوسَى لَن نُّؤْمِنَ لَکَ حَتَّى نَرَى اللَّهَ جَهْرَةً فَأَخَذَتْکُمُ الصَّاعِقَةُ وَأَنتُمْ تَنظُرُون","و چون‌ گفتید: ای‌ موسی‌! هرگز ‌برای‌ تو ایمان‌ نیاوریم‌ مگر ‌این‌ ‌که‌ ‌خدا‌ ‌را‌ آشکارا ببینیم‌ ‌پس‌ صاعقه‌ ‌شما‌ ‌را‌ ‌در‌ حالی‌ ‌که‌ نگاه‌ می‌کردید بگرفت","55","2","البقرة","2","1","","","8"
"63","ثُمَّ بَعَثْنَاکُم مِّن بَعْدِ مَوْتِکُمْ لَعَلَّکُمْ تَشْکُرُون","سپس‌ ‌شما‌ ‌را‌ ‌پس‌ ‌از‌ مرگتان‌ برانگیختیم‌، ‌باشد‌ ‌که‌ شکرگزاری‌ کنید","56","2","البقرة","2","1","","","8"
"64","وَظَلَّلْنَا عَلَیْکُمُ الْغَمَامَ وَأَنزَلْنَا عَلَیْکُمُ الْمَنَّ وَالسَّلْوَى کُلُوا مِن طَیِّبَاتِ مَا رَزَقْنَاکُمْ وَمَا ظَلَمُونَا وَلَکِن کَانُوا أَنفُسَهُمْ یَظْلِمُون","و ابر ‌را‌ سایبان‌ ‌شما‌ کردیم‌ و من‌ّ و سلوی‌ ‌بر‌ ‌شما‌ نازل‌ کردیم‌ [و گفتیم‌:] ‌از‌ پاکیزه‌های‌ آنچه‌ روزیتان‌ کرده‌ایم‌ بخورید، و [‌با‌ ‌این‌ کارها] ‌بر‌ ‌ما ستم‌ نکردند، بلکه‌ ‌بر‌ خویشتن‌ ستم‌ می‌کردند","57","2","البقرة","2","1","","","8"
"65","وَإِذْ قُلْنَا ادْخُلُوا هَذِهِ الْقَرْیَةَ فَکُلُوا مِنْهَا حَیْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَکُمْ خَطَایَاکُمْ وَسَنَزِیدُ الْمُحْسِنِین","و ‌آن‌ زمان‌ ‌که‌ گفتیم‌: ‌به‌ ‌این‌ شهر [بیت‌ المقدس‌] درآیید و ‌از‌ [نعمت‌های‌] ‌آن‌ ‌هر‌ جا خواستید فراوان‌ بخورید و ‌از‌ ‌این‌ دروازه‌ خاضعانه‌ وارد شوید و بگویید: خدایا! گناهان‌ ‌ما ‌را‌ فرو ریز ‌تا‌ خطاهای‌ ‌شما‌ ‌را‌ ببخشاییم‌، و [البته‌ پاداش‌] نیکوکاران‌ ‌را‌ خواهیم‌ افزود","58","2","البقرة","2","1","","","9"
"66","فَبَدَّلَ الَّذِینَ ظَلَمُوا قَوْلًا غَیْرَ الَّذِی قِیلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِینَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا کَانُوا یَفْسُقُون","پس‌ ستمکاران‌ سخن‌ ‌را‌ ‌به‌ ‌غیر‌ ‌از‌ صورتی‌ ‌که‌ دستور داشتند تغییر دادند ‌پس‌ ‌بر‌ آنان‌ ‌که‌ ستم‌ کردند، ‌به‌ سزای‌ نافرمانی‌شان‌ بلایی‌ ‌از‌ آسمان‌ نازل‌ کردیم","59","2","البقرة","2","1","","","9"
"67","وَإِذِ اسْتَسْقَى مُوسَى لِقَوْمِهِ فَقُلْنَا اضْرِب بِّعَصَاکَ الْحَجَرَ فَانفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَیْنًا قَدْ عَلِمَ کُلُّ أُنَاسٍ مَّشْرَبَهُمْ کُلُوا وَاشْرَبُوا مِن رِّزْقِ اللَّهِ وَلَا تَعْثَوْا فِی الْأَرْضِ مُفْسِدِین","و هنگامی‌ ‌که‌ موسی‌ ‌برای‌ قومش‌ آب‌ خواست‌ ‌به‌ ‌او‌ گفتیم‌: ‌با‌ عصایت‌ ‌به‌ ‌این‌ سنگ‌ بزن‌ آن‌گاه‌ دوازده‌ چشمه‌ ‌از‌ ‌آن‌ جوشید [‌به‌ گونه‌ای‌ ‌که‌] ‌هر‌ قبیله‌ای‌ آبگیر ‌خود‌ ‌را‌ می‌شناخت‌ [گفتیم‌:] ‌از‌ رزق‌ ‌خدا‌ بخورید و بنوشید و ‌در‌ زمین‌ سر ‌به‌ فساد ‌بر‌ مدارید","60","2","البقرة","2","1","","","9"
"68","وَإِذْ قُلْتُمْ یَا مُوسَى لَن نَّصْبِرَ عَلَى طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّکَ یُخْرِجْ لَنَا مِمَّا تُنبِتُ الْأَرْضُ مِن بَقْلِهَا وَقِثَّائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَا قَالَ أَتَسْتَبْدِلُونَ الَّذِی هُوَ أَدْنَى بِالَّذِی هُوَ خَیْرٌ اهْبِطُوا مِصْرًا فَإِنَّ لَکُم مَّا سَأَلْتُمْ وَضُرِبَتْ عَلَیْهِمُ الذِّلَّةُ وَالْمَسْکَنَةُ وَبَاءُوا بِغَضَبٍ مِّنَ اللَّهِ ذَلِکَ بِأَنَّهُمْ کَانُوا یَکْفُرُونَ بِآیَاتِ اللَّهِ وَیَقْتُلُونَ النَّبِیِّینَ بِغَیْرِ الْحَقِّ ذَلِکَ بِمَا عَصَوا وَّکَانُوا یَعْتَدُون","و آن‌گاه‌ ‌که‌ گفتید: ای‌ موسی‌! ‌ما دیگر ‌بر‌ یک‌ خوراک‌ صبر نکنیم‌، پروردگار خویش‌ ‌را‌ بخوان‌ ‌تا‌ ‌از‌ آنچه‌ زمین‌ می‌رویاند، ‌از‌ سبزیجات‌ و خیار و سیر و عدس‌ و پیاز ‌برای‌ ‌ما برآورد ‌گفت‌: آیا پست‌تر ‌را‌ جانشین‌ بهتر می‌کنید! [‌اگر‌ چنین‌ می‌خواهید] ‌به‌ شهری‌ درآیید ‌تا‌ ‌این‌ چیزها ‌که‌ خواستید بیابید و خواری‌ و مسکنت‌ ‌بر‌ آنان‌ مقرر شد و ‌به‌ خشم‌ ‌خدا‌ گرفتار آمدند ‌این‌ بدان‌ سبب‌ ‌بود‌ ‌که‌ آیات‌ الهی‌ ‌را‌ انکار می‌کردند و پیامبران‌ ‌را‌ ‌به‌ ناحق‌ می‌کشتند ‌این‌ ‌از‌ ‌آن‌ روی‌ ‌بود‌ ‌که‌ ‌آنها‌ مردمی‌ نافرمان‌ بودند و پیوسته‌ تجاوز می‌کردند","61","2","البقرة","2","1","","","9"
"69","إِنَّ الَّذِینَ آمَنُوا وَالَّذِینَ هَادُوا وَالنَّصَارَى وَالصَّابِئِینَ مَنْ آمَنَ بِاللَّهِ وَالْیَوْمِ الْآخِرِ وَعَمِلَ صَالِحًا فَلَهُمْ أَجْرُهُمْ عِندَ رَبِّهِمْ وَلَا خَوْفٌ عَلَیْهِمْ وَلَا هُمْ یَحْزَنُون","محققا کسانی‌ ‌که‌ [صوری‌] ایمان‌ آوردند و ‌آنها‌ ‌که‌ یهودی‌ شدند و مسیحیان‌ و صابئیان‌، ‌هر‌ کدام‌ [‌از‌ روی‌ حقیقت‌] ‌به‌ ‌خدا‌ و روز قیامت‌ ایمان‌ آورد و عمل‌ صالح‌ کند، پاداش‌ ‌آنها‌ نزد پروردگارشان‌ [محفوظ] ‌است‌ و نه‌ خوفی‌ ‌بر‌ آنهاست‌ و نه‌ غمگین‌ شوند","62","2","البقرة","2","1","","","10"
"70","وَإِذْ أَخَذْنَا مِیثَاقَکُمْ وَرَفَعْنَا فَوْقَکُمُ الطُّورَ خُذُوا مَا آتَیْنَاکُم بِقُوَّةٍ وَاذْکُرُوا مَا فِیهِ لَعَلَّکُمْ تَتَّقُون","و [یاد کنید] وقتی‌ ‌که‌ ‌از‌ ‌شما‌ پیمان‌ گرفتیم‌ و کوه‌ طور ‌را‌ [‌به‌ نشانه قدرت‌] بالای‌ سرتان‌ بلند کردیم‌ و [گفتیم‌:] کتابی‌ ‌را‌ ‌که‌ ‌به‌ ‌شما‌ داده‌ایم‌، محکم‌ بگیرید و محتوای‌ ‌آن‌ ‌را‌ ‌به‌ خاطر بسپارید، ‌باشد‌ ‌که‌ پرهیزکار شوید","63","2","البقرة","2","1","","","10"
"71","ثُمَّ تَوَلَّیْتُم مِّن بَعْدِ ذَلِکَ فَلَوْلَا فَضْلُ اللَّهِ عَلَیْکُمْ وَرَحْمَتُهُ لَکُنتُم مِّنَ الْخَاسِرِین","سپس‌ ‌شما‌ ‌بعد‌ ‌از‌ ‌آن‌ [عهد و میثاق‌] رو برتافتید، و ‌اگر‌ فضل‌ و رحمت‌ ‌خدا‌ ‌در‌ حق‌ ‌شما‌ نبود، قطعا ‌از‌ زیانکاران‌ می‌شدید","64","2","البقرة","2","1","","","10"
"72","وَلَقَدْ عَلِمْتُمُ الَّذِینَ اعْتَدَوْا مِنکُمْ فِی السَّبْتِ فَقُلْنَا لَهُمْ کُونُوا قِرَدَةً خَاسِئِین","شما‌ ‌به‌ خوبی‌ کسانی‌ ‌از‌ خودتان‌ ‌را‌ ‌که‌ ‌در‌ روز شنبه‌ [‌از‌ حکم‌ ‌خدا‌] تجاوز کردند شناختید ‌که‌ ‌به‌ ‌آنها‌ گفتیم‌: بوزینگانی‌ خوار و مطرود باشید","65","2","البقرة","2","1","","","10"
"73","فَجَعَلْنَاهَا نَکَالًا لِّمَا بَیْنَ یَدَیْهَا وَمَا خَلْفَهَا وَمَوْعِظَةً لِّلْمُتَّقِین","و ‌این‌ [عقوبت‌] ‌را‌ مایه عبرت‌ حاضران‌ و آیندگان‌ و اندرزی‌ ‌برای‌ پارسایان‌ قرار دادیم","66","2","البقرة","2","1","","","10"
"74","وَإِذْ قَالَ مُوسَى لِقَوْمِهِ إِنَّ اللَّهَ یَأْمُرُکُمْ أَن تَذْبَحُوا بَقَرَةً قَالُوا أَتَتَّخِذُنَا هُزُوًا قَالَ أَعُوذُ بِاللَّهِ أَنْ أَکُونَ مِنَ الْجَاهِلِین","و ‌آن‌ وقت‌ ‌که‌ موسی‌ ‌به‌ قوم‌ ‌خود‌ ‌گفت‌: ‌خدا‌ ‌به‌ ‌شما‌ فرمان‌ می‌دهد ‌که‌ گاوی‌ ‌را‌ سر ببرید گفتند: آیا ‌ما ‌را‌ ‌به‌ ریشخند می‌گیری‌! ‌گفت‌: پناه‌ می‌برم‌ ‌به‌ ‌خدا‌ ‌که‌ ‌از‌ جاهلان‌ باشم","67","2","البقرة","2","1","","","10"
"75","قَالُوا ادْعُ لَنَا رَبَّکَ یُبَیِّن لَّنَا مَا هِیَ قَالَ إِنَّهُ یَقُولُ إِنَّهَا بَقَرَةٌ لَّا فَارِضٌ وَلَا بِکْرٌ عَوَانٌ بَیْنَ ذَلِکَ فَافْعَلُوا مَا تُؤْمَرُون","گفتند: ‌برای‌ ‌ما پروردگارت‌ ‌را‌ بخوان‌ ‌تا‌ معلوم‌ کند ‌که‌ ‌آن‌ چگونه‌ گاوی‌ ‌است‌! ‌گفت‌: ‌او‌ می‌فرماید ‌آن‌ گاوی‌ ‌است‌ نه‌ پیر و نه‌ جوان‌، بلکه‌ میانسالی‌ ‌است‌ ‌بین‌ ‌این‌ دو، ‌پس‌ آنچه‌ دستور یافته‌اید انجام‌ دهید","68","2","البقرة","2","1","","","10"
"76","قَالُوا ادْعُ لَنَا رَبَّکَ یُبَیِّن لَّنَا مَا لَوْنُهَا قَالَ إِنَّهُ یَقُولُ إِنَّهَا بَقَرَةٌ صَفْرَاءُ فَاقِعٌ لَّوْنُهَا تَسُرُّ النَّاظِرِین","بار دیگر] گفتند: ‌از‌ خدایت‌ بخواه‌ ‌برای‌ ‌ما روشن‌ سازد ‌که‌ رنگ‌ ‌آن‌ چیست‌! ‌گفت‌: ‌او‌ می‌فرماید ‌که‌ ‌آن‌ گاوی‌ ‌است‌ زرد یکدست‌ ‌که‌ بینندگان‌ ‌را‌ سرور می‌بخشد","69","2","البقرة","2","1","","","10"
